index,timestamp_start,timestamp_end,seconds,f_stop,shutter_speed,iso,ev,height_m,distance_m,horizontal_speed_ms,descent_speed_ms,longitude,latitude,zoom
121,"00:01:03,972","00:01:04,505",63.972,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
122,"00:01:04,505","00:01:05,038",64.505,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
123,"00:01:05,038","00:01:05,572",65.038,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
124,"00:01:05,572","00:01:06,105",65.572,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
125,"00:01:06,105","00:01:06,638",66.105,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
126,"00:01:06,638","00:01:07,171",66.638,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
127,"00:01:07,171","00:01:07,704",67.171,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568794,1.5
128,"00:01:07,704","00:01:08,237",67.704,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568794,1.5
129,"00:01:08,237","00:01:08,770",68.237,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568794,1.5
130,"00:01:08,770","00:01:09,303",68.77,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568794,1.5
131,"00:01:09,303","00:01:09,836",69.303,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568794,1.5
132,"00:01:09,836","00:01:10,370",69.836,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568794,1.5
133,"00:01:10,370","00:01:10,903",70.37,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568794,1.5
134,"00:01:10,903","00:01:11,436",70.903,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568798,1.5
135,"00:01:11,436","00:01:11,969",71.436,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568798,1.5
136,"00:01:11,969","00:01:12,502",71.969,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568798,1.5
137,"00:01:12,502","00:01:13,035",72.502,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568798,1.5
138,"00:01:13,035","00:01:13,568",73.035,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568798,1.5
139,"00:01:13,568","00:01:14,101",73.568,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568798,1.5
140,"00:01:14,101","00:01:14,634",74.101,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568798,1.5
141,"00:01:14,634","00:01:15,168",74.634,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568798,1.5
142,"00:01:15,168","00:01:15,701",75.168,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568798,1.5
143,"00:01:15,701","00:01:16,234",75.701,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568798,1.5
144,"00:01:16,234","00:01:16,767",76.23400000000001,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568798,1.5
145,"00:01:16,767","00:01:17,300",76.767,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568798,1.5
146,"00:01:17,300","00:01:17,833",77.3,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
147,"00:01:17,833","00:01:18,366",77.833,1.8,1/2488,115,0.0,0.0,0.0,0.0,0.0,-119.937012,37.568802,1.5
